Wholesaler,Date,HLs,Materials
29379671,2019-09-02,"[0.792, 93.6, 6.4, 8.0, 4.8, 4.5, 10.8, 9.504, 9.504]","[3338, 3372, 6013, 9974, 10965, 16550, 59848, 59873, 59874]"
29379671,2019-09-03,"[50.4, 4.2, 29.4, 4.2, 4.2, 16.8]","[10946, 10947, 11766, 19898, 48537, 66989]"
29379671,2019-09-16,"[93.6, 36.0, 6.4, 4.0, 109.2, 0.0, 5.4, 4.752, 9.504]","[3372, 3410, 6013, 9974, 48859, 58245, 59848, 59873, 59874]"
29379671,2019-10-09,"[43.2, 4.5, 4.2, 4.2, 5.4, 9.504, 26.4, 33.6]","[3372, 16550, 29777, 57005, 59848, 59874, 62706, 62707]"
29379671,2019-10-24,"[28.8, 14.4, 9.6, 57.6, 4.5, 8.4, 4.0, 5.4, 19.008, 0.6, 4.2, 0.9504]","[3372, 3410, 10965, 11574, 16550, 20614, 37961, 59848, 59874, 63482, 71316, 72548]"
29379671,2019-11-14,"[43.2, 14.4, 4.2, 7.2, 8.4, 4.5, 4.5, 8.4, 8.4, 0.792, 10.8, 12.6, 12.6]","[3372, 3410, 10947, 11574, 11766, 16519, 16550, 19898, 20614, 30822, 59848, 61629, 66989]"
29379671,2019-11-21,[14.4],[3372]
29379671,2019-12-12,"[93.6, 36.0, 6.4, 1.6, 28.8, 5.4]","[3372, 3410, 6013, 10965, 11574, 59848]"
29379671,2019-12-23,[109.2],[48859]
29379671,2019-12-30,"[6.4, 16.8, 8.4, 3.2, 16.8, 4.5, 4.2, 8.4, 0.792, 4.2, 5.4, 12.6, 4.2]","[6013, 10946, 10947, 10965, 11766, 16550, 19898, 20614, 30822, 48537, 59848, 61629, 66989]"
29379671,2020-01-02,[123.552],[3337]
29379671,2020-01-20,"[0.792, 57.6, 14.4, 17.6, 8.0, 7.2, 4.5, 13.5, 4.2, 4.2, 12.6]","[3338, 3372, 3410, 6013, 10965, 11574, 16519, 16550, 19898, 57005, 66989]"
29379671,2020-02-03,"[14.4, 3.2, 50.4, 4.2, 8.4, 4.5, 4.2, 4.2, 12.6, 12.6]","[3372, 6013, 10946, 10947, 11766, 16550, 19898, 57005, 61629, 66989]"
29379671,2020-02-25,[109.2],[48859]
29379671,2020-03-02,"[50.4, 14.4, 6.4, 16.8, 1.6, 21.6, 4.5, 0.792, 7.2, 4.8]","[3372, 3410, 6013, 10946, 10965, 11574, 16550, 30822, 59848, 70579]"
29379671,2020-06-08,"[50.4, 14.4, 3.2, 8.0, 21.0, 4.2, 14.4, 8.4, 4.5, 9.0, 4.2, 4.2, 109.2, 4.2, 4.752, 2.4, 2.4]","[3372, 3410, 6013, 9974, 10946, 10947, 11574, 11766, 16519, 16550, 19898, 20614, 48859, 57005, 59874, 61629, 66989]"
29379671,2020-06-22,"[64.8, 21.6, 4.8, 8.0, 21.0, 3.2, 50.4, 4.2, 0.792, 10.8, 4.752, 21.0]","[3372, 3410, 6013, 9974, 10946, 10965, 11574, 19898, 30822, 59848, 59874, 66989]"
29379671,2020-07-01,"[0.792, 93.6, 6.4, 4.2, 4.2, 8.4, 8.4, 0.792, 10.8, 12.6]","[3338, 3372, 6013, 10947, 11766, 19898, 20614, 30822, 59848, 61629]"
29379671,2020-07-27,"[38.016, 43.2, 14.4, 12.6, 14.4, 16.0, 5.4, 4.752]","[3337, 3372, 3410, 10946, 11574, 54632, 59848, 59874]"
29379671,2020-07-30,"[50.4, 14.4, 4.0, 25.2, 3.2, 7.2, 4.2, 1.2, 8.4, 1.8, 1.2, 4.2, 10.8]","[3372, 3410, 9974, 10946, 10965, 11574, 11766, 17028, 19898, 48537, 53566, 57005, 59848]"
29379671,2020-08-06,[0.123552],[3337]
29379671,2020-08-10,[0.1092],[48859]
29379671,2020-08-11,"[57.6, 14.4, 25.2, 1.6, 14.4, 4.2, 2.4, 0.48, 2.4, 4.2, 1.2, 4.2, 2.376, 4.2]","[3372, 3410, 10946, 10965, 11574, 11766, 17028, 18690, 20614, 48537, 53566, 57005, 59873, 66989]"
29379671,2020-09-10,"[57.6, 14.4, 3.2, 12.6, 14.4, 4.2, 1.8, 9.0, 8.4, 4.752, 4.2]","[3372, 3410, 6013, 10946, 11574, 11766, 16519, 16550, 19898, 59874, 66989]"
29379671,2020-10-01,"[28.8, 14.4, 33.6, 14.4, 0.0, 1.2, 2.4, 4.0, 5.4, 0.792, 8.4, 8.4, 0.792, 4.2]","[3372, 3410, 10946, 11574, 15793, 17028, 48537, 54632, 59848, 59873, 61629, 66989, 77721, 80176]"
29379671,2020-10-02,"[9.6, 2.4, 3.2]","[3372, 3410, 10965]"
29379671,2020-10-05,[109.2],[48859]
29379671,2020-10-15,"[7.2, 0.6, 4.752, 0.0, 4.5, 1.8, 0.96, 8.4, 1.2, 4.752, 6.6, 3.6, 4.752, 9.504, 16.8, 32.4, 4.0, 0.792]","[3372, 10947, 10957, 15793, 16550, 17028, 18690, 19898, 20614, 30822, 48537, 59848, 59873, 59874, 62706, 62707, 67049, 77721]"
29379828,2019-08-02,"[0.792, 1.2, 16.8, 4.2, 3.2, 4.2, 4.2, 0.792, 5.4, 0.48, 0.6, 8.0, 1.2, 4.0, 0.6, 28.8]","[3337, 10611, 10946, 10947, 10965, 19898, 20614, 30822, 59848, 63480, 63481, 63627, 64665, 66738, 66989, 71317]"
29379828,2019-08-16,"[12.8, 8.4, 12.8, 4.2, 5.7024, 4.2, 4.0, 1.8, 4.0, 10.8, 16.2, 0.792, 0.48, 4.0, 4.0, 36.0]","[6013, 10946, 10965, 11766, 18827, 19898, 37961, 48537, 54639, 59847, 59848, 59873, 63480, 66738, 66780, 71317]"
29379828,2019-08-27,"[0.792, 6.4, 0.6, 12.6, 1.584, 12.8, 4.2, 1.2, 0.6, 10.8, 16.2, 0.792, 1.8, 2.4, 1.44, 1.2, 8.0, 4.0, 1.8, 36.0]","[3338, 6013, 10611, 10946, 10957, 10965, 11766, 33335, 57005, 59847, 59848, 59873, 60387, 61629, 63480, 64665, 66738, 66839, 66989, 71317]"
29379828,2019-09-03,"[2.4, 8.0, 14.4, 0.6, 0.792, 0.792, 0.9504, 1.8, 4.0, 4.0, 4.0, 14.4, 4.0, 4.8]","[3411, 9974, 21416, 48537, 59873, 59874, 59942, 60387, 63311, 63627, 66738, 71317, 74582, 75534]"
29379828,2019-09-12,"[12.8, 16.0, 1.2, 16.8, 4.2, 1.584, 6.4, 28.8, 8.4, 4.0, 0.6, 4.0, 1.8, 4.0, 1.2, 4.0, 0.6, 21.6]","[6013, 9974, 10611, 10946, 10947, 10957, 10965, 11574, 19898, 37961, 48537, 54639, 61629, 63627, 64665, 66839, 66989, 71317]"
29379828,2019-09-19,"[0.792, 36.0, 19.2, 48.0, 8.4, 12.8, 122.4, 4.2, 0.6, 0.48, 4.2, 1.2, 4.0, 0.6, 1.8, 5.4, 10.8, 0.792, 0.792, 1.8, 0.48, 4.0, 1.2, 4.0, 4.0, 21.6]","[3337, 3372, 6013, 9974, 10947, 10965, 11574, 11766, 17028, 18690, 19898, 20614, 54639, 57005, 59286, 59847, 59848, 59873, 59874, 61629, 63481, 63627, 64665, 66738, 66839, 71317]"
29379828,2019-09-25,"[19.2, 4.2, 4.2, 12.8, 36.0, 1.8, 5.4, 16.2, 1.8, 4.0, 4.0, 4.0, 28.8]","[6013, 10946, 10947, 10965, 11574, 20614, 59847, 59848, 61629, 66738, 66780, 67049, 71317]"
29379828,2019-10-07,"[0.792, 64.80000000000001, 19.200000000000003, 16.0, 1.2, 8.4, 4.2, 0.792, 6.4, 79.2, 4.2, 3.6, 1.2, 4.0, 0.792, 0.6, 10.8, 10.8, 0.9504, 4.2, 8.0, 0.48, 8.0, 1.2, 64.80000000000001, 8.0]","[3338, 3372, 6013, 9974, 10611, 10946, 10947, 10957, 10965, 11574, 11766, 15985, 20614, 37961, 47934, 48537, 59847, 59848, 59942, 61629, 63311, 63481, 63627, 66989, 71317, 74582]"
29379828,2019-10-10,"[0.792, 6.4, 16.0, 4.2, 0.792, 72.0, 0.792, 5.7024, 10.8, 16.2, 1.8, 0.96, 1.2, 4.0, 1.2, 4.0, 21.6, 0.9504]","[3337, 6013, 9974, 10946, 10957, 11574, 30822, 43113, 59847, 59848, 60387, 63481, 64665, 66738, 66989, 67049, 71317, 72548]"
29379828,2019-10-16,"[156.0, 21.0]","[62706, 62707]"
29379828,2019-10-21,"[21.6, 6.4, 16.0, 0.6, 4.2, 6.4, 43.2, 4.2, 0.6, 4.2, 1.8, 4.0, 10.8, 4.0, 4.0, 21.6, 4.0, 4.0]","[3372, 6013, 9974, 10611, 10946, 10965, 11574, 11766, 17028, 19898, 20614, 54639, 59848, 63627, 66738, 71317, 74582, 74583]"
29379828,2019-10-23,"[0.792, 36.0, 12.8, 16.0, 6.4, 72.0, 4.0, 10.8, 1.584, 0.792, 4.0, 4.0, 4.0]","[3337, 3372, 6013, 9974, 10965, 11574, 37961, 59848, 59873, 59874, 63627, 74582, 74583]"
29379828,2019-10-25,[14.4],[62706]
29379828,2019-11-05,"[0.792, 28.8, 79.2, 2.4, 32.0, 0.792, 16.0, 0.6, 12.6, 1.584, 19.200000000000003, 115.2, 4.2, 1.8, 1.2, 0.6, 16.2, 27.0, 0.792, 1.584, 1.8, 4.2, 8.0, 4.0, 4.0, 4.2, 79.2]","[3338, 3372, 3410, 3411, 6013, 9938, 9974, 10611, 10946, 10957, 10965, 11574, 19898, 20614, 33335, 48859, 59847, 59848, 59873, 59874, 60387, 61629, 63627, 66738, 66839, 66989, 71317]"
29379828,2019-11-06,"[0.792, 50.4, 50.4, 12.8, 16.0, 4.2, 12.8, 122.4, 1.2, 1.2, 4.0, 5.4, 10.8, 4.0, 4.0, 28.8, 4.0]","[3337, 3372, 3410, 6013, 9974, 10946, 10965, 11574, 17028, 20614, 54639, 59847, 59848, 66738, 66780, 71317, 74583]"
29379828,2019-11-12,"[36.0, 122.4, 1.8, 4.0, 4.0]","[3372, 11574, 59847, 63627, 66738]"
29379828,2019-11-15,"[21.6, 6.4, 8.0, 1.2, 8.4, 4.2, 4.2, 4.2, 1.2, 4.0, 1.2, 5.4, 5.4, 3.6, 4.2, 4.0, 57.6]","[3410, 6013, 9974, 10611, 10946, 10947, 11766, 19898, 20614, 37961, 48537, 59847, 59848, 60387, 61629, 66839, 71317]"
29379828,2019-11-18,"[0.792, 60.0, 2.376, 0.48, 1.8, 11.4048, 18.4032, 16.2, 0.792, 4.2, 8.0, 0.6, 5.7024, 4.0]","[9938, 9974, 10957, 18690, 33335, 43113, 54232, 59848, 59874, 64665, 66839, 70601, 72548, 75534]"
29379828,2019-11-26,"[1.584, 0.792, 57.6, 51.2, 0.6, 21.0, 12.6, 1.584, 14.4, 8.4, 1.44, 8.4, 2.4, 0.792, 12.0, 0.6, 21.6, 18.0, 12.6, 4.0, 16.0, 8.0, 1.8, 45.6]","[3337, 3338, 3410, 6013, 10611, 10946, 10947, 10957, 10965, 11766, 18690, 19898, 20614, 30822, 37961, 48537, 59847, 59848, 62707, 63311, 63627, 66738, 66989, 71317]"
29379828,2019-12-02,"[4.752, 43.2, 57.6, 1.8, 4.2, 5.7024, 0.6, 4.0, 4.752, 4.752, 4.2, 4.0, 24.0, 1.9008]","[3337, 3372, 11574, 15985, 19898, 43113, 53566, 54639, 59873, 59874, 61629, 63311, 71317, 72548]"
29379828,2019-12-06,"[79.2, 4.8, 4.8, 93.6, 2.4, 4.0, 8.0]","[3372, 5983, 10965, 11574, 33335, 37961, 66738]"
29379828,2019-12-09,"[1.584, 0.792, 1.2, 0.792, 1.8, 0.6, 4.2, 1.8, 1.2, 4.6008, 4.0, 1.2, 21.6, 32.4, 0.9504, 5.4, 8.0, 24.0, 0.4, 4.0, 1.2, 0.6, 0.6, 57.6, 4.0, 4.0]","[3338, 9938, 10611, 10957, 15985, 17028, 20614, 48537, 53566, 54232, 54639, 57005, 59847, 59848, 59940, 60387, 63311, 63627, 63908, 66780, 66989, 70601, 71316, 71317, 74582, 74583]"
29379828,2019-12-16,"[1.584, 14.4, 0.792, 8.0, 0.6, 1.584, 6.4, 64.8, 0.0, 4.2, 5.4, 8.0, 32.0, 8.0, 4.0, 14.4, 8.0, 9.504]","[3338, 3410, 9938, 9974, 10947, 10957, 10965, 11574, 15793, 20614, 60387, 63311, 63627, 66738, 66780, 71317, 74582, 77721]"
29379828,2019-12-31,"[2.4, 6.4, 24.0, 4.2, 7.2, 4.0, 129.6, 5.7024]","[3411, 6013, 9974, 10946, 11574, 63908, 71317, 76623]"
29379828,2020-01-13,"[14.4, 7.2, 0.792, 8.0, 4.2, 16.8, 1.8, 0.6, 4.2, 10.8, 10.8, 4.0, 4.2, 4.0]","[3372, 3410, 9938, 9974, 10946, 11574, 15985, 17028, 19898, 59847, 59848, 63627, 66989, 74582]"
29379828,2020-01-20,"[7.2, 14.4, 3.2, 8.0, 8.4, 3.2, 79.2, 0.48, 4.2, 1.8, 9.2016, 8.0, 4.0, 0.6, 7.2, 4.0, 4.0, 0.9504]","[3372, 3410, 6013, 9974, 10946, 10965, 11574, 18690, 19898, 48537, 54232, 63627, 66839, 70601, 71317, 74582, 74583, 77589]"
29379828,2020-01-30,"[36.0, 14.4, 12.8, 8.0, 8.4, 6.4, 64.80000000000001, 4.2, 1.8, 4.0, 4.2, 4.0, 5.4, 5.4, 5.4, 16.0, 0.4, 4.0, 4.0, 36.0, 4.0, 5.7024, 5.7024]","[3372, 3410, 6013, 9974, 10946, 10965, 11574, 11766, 15985, 37961, 48537, 54639, 59847, 59848, 60387, 63627, 63908, 66839, 67049, 71317, 74582, 76623, 77589]"
29379828,2020-02-03,"[14.4, 43.2, 16.0, 16.0, 8.4, 4.2, 9.6, 43.2, 4.2, 9.2016, 5.4, 1.8, 4.2]","[3372, 3410, 6013, 9974, 10946, 10947, 10965, 11574, 19898, 54232, 59847, 60387, 61629]"
29379828,2020-02-10,"[28.8, 21.6, 16.0, 16.0, 8.4, 9.6, 115.2, 4.2, 10.8, 4.2, 4.2, 4.2, 9.2016, 10.8, 16.2, 4.0, 1.2, 57.6, 4.0]","[3372, 3410, 6013, 9974, 10946, 10965, 11574, 11766, 15985, 19898, 20614, 48537, 54232, 59847, 59848, 66839, 71316, 71317, 74582]"
29379828,2020-02-17,"[28.8, 14.4, 6.4, 8.0, 4.2, 86.4, 4.6008, 2.4, 12.0, 14.4]","[3372, 3410, 6013, 9974, 10946, 11574, 54232, 63908, 70579, 71317]"
29379828,2020-02-24,"[28.8, 28.8, 19.2, 8.0, 8.4, 4.2, 4.752, 6.4, 28.8, 4.2, 16.2, 14.4, 10.224]","[3372, 3410, 6013, 9974, 10946, 10947, 10957, 10965, 11574, 19898, 59848, 71317, 77313]"
29379828,2020-02-25,"[0.792, 21.6, 21.6, 2.4, 2.4, 6.4, 24.0, 1.2, 8.4, 4.2, 4.752, 6.4, 36.0, 4.2, 5.4, 1.2, 1.44, 4.2, 4.2, 0.792, 0.6, 4.0, 0.792, 4.2, 1.2, 4.0, 0.6, 21.6, 16.200000000000003, 1.584, 10.8, 4.2, 4.0, 0.48, 0.96, 16.0, 4.2, 12.0, 4.0, 12.0, 8.4, 0.6, 0.6, 21.6, 12.0, 0.9504, 5.7024, 5.112]","[3338, 3372, 3410, 3411, 5983, 6013, 9974, 10611, 10946, 10947, 10957, 10965, 11574, 11766, 15985, 17028, 18690, 19898, 20614, 30822, 33335, 37961, 47934, 48537, 53566, 54639, 57005, 59847, 59848, 59873, 60387, 61629, 63311, 63480, 63481, 63627, 64665, 66738, 66780, 66839, 66989, 70601, 71316, 71317, 74582, 75909, 76623, 77313]"
29379828,2020-03-03,"[7.2, 4.2, 57.6, 86.4, 21.6]","[3372, 10946, 11574, 70579, 71317]"
29379828,2020-03-09,"[0.792, 0.792, 43.2, 43.2, 19.2, 24.0, 12.600000000000001, 4.2, 9.600000000000001, 50.4, 0.6, 3.36, 4.2, 0.6, 4.0, 4.2, 4.0, 0.6, 10.8, 21.6, 0.792, 1.8, 4.2, 8.0, 0.48, 8.0, 8.0, 4.0, 0.6, 0.6, 36.0, 8.0, 4.0, 10.224]","[3337, 3338, 3372, 3410, 6013, 9974, 10946, 10947, 10965, 11574, 17028, 18690, 19898, 33335, 37961, 48537, 54639, 57005, 59847, 59848, 59873, 60387, 61629, 63311, 63480, 63627, 66839, 67049, 70601, 71316, 71317, 74582, 74583, 77313]"
29379828,2020-06-05,"[14.4, 28.8, 14.4, 8.0, 21.0, 4.2, 4.8, 14.4, 8.4, 0.6, 5.4, 16.2, 4.0, 36.0, 4.2, 4.0, 5.112]","[3372, 3410, 6013, 9974, 10946, 10947, 10965, 11574, 19898, 33335, 59847, 59848, 63627, 71317, 72328, 74582, 77313]"
29379828,2020-06-12,"[14.4, 4.2, 57.6]","[3410, 10946, 11574]"
29379828,2020-06-17,"[93.6, 28.8, 25.599999999999998, 56.0, 0.6, 16.8, 8.4, 16.0, 108.0, 4.2, 0.0, 0.6, 1.44, 12.600000000000001, 4.2, 1.8, 4.0, 0.6, 0.6, 16.2, 37.8, 0.792, 5.4, 4.2, 8.0, 0.48, 16.0, 4.0, 4.2, 4.0, 4.8, 4.2, 120.0, 12.0, 4.0, 11.4048, 0.792]","[3372, 3410, 6013, 9974, 10611, 10946, 10947, 10965, 11574, 11766, 15793, 17028, 18690, 19898, 20614, 33335, 37961, 48537, 57005, 59847, 59848, 59873, 60387, 61629, 63311, 63481, 63627, 66738, 66989, 67049, 70601, 71316, 71317, 74582, 74583, 76623, 77721]"
29379828,2020-06-25,"[1.584, 0.792, 72.0, 79.2, 22.4, 68.0, 0.6, 33.6, 16.8, 16.0, 136.8, 4.2, 0.0, 5.4, 0.6, 3.36, 12.6, 4.2, 0.6, 8.0, 4.2, 0.6, 4.0, 21.6, 32.4, 0.792, 0.792, 5.4, 4.2, 4.0, 3.36, 1.44, 8.0, 4.2, 16.0, 4.0, 4.2, 4.2, 36.0, 16.0, 8.0, 20.448, 0.792]","[3337, 3338, 3372, 3410, 6013, 9974, 10611, 10946, 10947, 10965, 11574, 11766, 15793, 15985, 17028, 18690, 19898, 20614, 33335, 37961, 48537, 53566, 54639, 59847, 59848, 59873, 59874, 60387, 61629, 63311, 63480, 63481, 63627, 64665, 66738, 66839, 66989, 71316, 71317, 74582, 74583, 77313, 77721]"
29379828,2020-07-01,"[57.6, 14.4, 12.6, 50.4, 43.2]","[3372, 3410, 10946, 11574, 71317]"
29379828,2020-07-03,"[50.4, 6.4, 16.0, 0.6, 6.4, 14.4, 4.2, 1.8, 4.2, 4.2, 4.2, 0.6, 16.2, 8.0]","[3372, 6013, 9974, 10611, 10965, 11574, 11766, 15985, 19898, 20614, 33335, 48537, 59848, 66738]"
29379828,2020-07-06,"[0.792, 1.2, 0.792, 5.4, 0.6, 0.48, 12.6, 4.2, 0.792, 8.0, 1.2, 5.4, 48.6, 1.8, 8.4, 16.0, 0.48, 8.0, 4.2, 4.2, 16.0, 4.0, 5.7024]","[3338, 10611, 10957, 15985, 17028, 18690, 19898, 20614, 30822, 54639, 57005, 59847, 59848, 60387, 61629, 63311, 63481, 63627, 64665, 70601, 74582, 74583, 77589]"
29379828,2020-07-08,"[14.4, 6.4, 24.0, 4.2, 3.2, 0.0, 3.36, 4.2, 10.8, 0.792, 5.4, 8.0, 4.0, 0.99, 4.0, 5.7024, 0.9504, 0.792]","[3410, 6013, 9974, 10947, 10965, 15793, 18690, 19898, 59848, 59873, 60387, 63627, 66839, 70225, 74583, 76623, 76952, 77721]"
29379828,2020-07-15,"[52.800000000000004, 28.8, 9.6, 16.0, 8.4, 6.4, 64.8, 4.2, 0.0, 0.6, 4.2, 5.4, 16.0, 4.2, 4.0, 1.8, 28.8, 4.0, 4.752]","[3372, 3410, 6013, 9974, 10946, 10965, 11574, 11766, 15793, 17028, 33335, 59848, 63627, 64665, 66738, 70601, 71317, 74583, 77721]"
29379828,2020-07-20,"[7.2, 7.2, 6.4, 8.0, 8.4, 0.792, 3.2, 36.0, 4.2, 0.6, 4.2, 4.2, 5.4, 21.6, 4.2, 4.0, 0.96, 16.0, 4.2, 4.0, 4.2, 4.2, 7.2, 4.0, 4.0]","[3372, 3410, 6013, 9974, 10946, 10957, 10965, 11574, 11766, 17028, 19898, 20614, 59847, 59848, 61629, 63311, 63481, 63627, 64665, 66738, 66989, 71316, 71317, 74582, 74583]"
29379828,2020-07-27,"[7.2, 21.6, 19.2, 16.0, 4.2, 57.6, 4.2, 1.8, 4.0, 4.0, 7.2, 4.0, 12.0, 4.2]","[3372, 3410, 6013, 9974, 10947, 11574, 11766, 60387, 63627, 66738, 71317, 74582, 78355, 78356]"
29379828,2020-07-31,"[57.6, 28.8, 19.2, 36.0, 16.8, 8.4, 1.584, 9.600000000000001, 115.2, 4.2, 8.4, 4.0, 0.6, 0.6, 0.6, 10.8, 43.2, 1.584, 10.8, 4.2, 8.0, 0.96, 0.96, 16.0, 4.2, 4.0, 4.2, 1.2, 4.2, 57.6, 4.0, 4.0]","[3372, 3410, 6013, 9974, 10946, 10947, 10957, 10965, 11574, 11766, 19898, 37961, 48537, 53566, 57005, 59847, 59848, 59873, 60387, 61629, 63311, 63480, 63481, 63627, 64665, 66738, 66989, 70601, 71316, 71317, 74582, 74583]"
29379828,2020-08-07,"[21.6, 14.4, 3.2, 32.0, 4.2, 4.752, 3.2, 64.8, 1.2, 5.4, 5.4, 4.2, 4.0, 4.0, 7.2]","[3372, 3410, 6013, 9974, 10946, 10957, 10965, 11574, 48537, 59848, 60387, 61629, 63627, 66738, 71317]"
29379828,2020-08-14,"[0.792, 21.6, 7.2, 32.0, 4.2, 7.2, 8.4, 1.2, 5.4, 5.4, 3.6, 4.0, 0.48, 1.44, 8.0, 2.4, 4.2, 1.8, 3.0, 21.6, 4.0, 1.704]","[3338, 3372, 3410, 9974, 10946, 11574, 19898, 48537, 59847, 59848, 60387, 63311, 63480, 63481, 63627, 64665, 66989, 70601, 71316, 71317, 74583, 77313]"
29379828,2020-08-20,"[21.6, 14.4, 6.4, 80.0, 4.2, 16.0, 28.8, 8.4, 1.2, 0.6, 32.4, 4.2, 0.96, 8.0, 4.2, 1.8, 4.2, 21.6, 5.112]","[3372, 3410, 6013, 9974, 10947, 10965, 11574, 19898, 48537, 48859, 59848, 61629, 63480, 63627, 66989, 70601, 71316, 71317, 77313]"
29379828,2020-08-31,"[0.792, 28.8, 7.2, 3.2, 8.0, 6.4, 28.8, 4.2, 0.6, 1.8, 4.0, 5.4, 5.4, 4.0, 0.48, 0.0, 8.0, 1.2, 4.0, 0.0, 7.2, 4.0, 5.112, 0.6]","[3338, 3372, 3410, 6013, 9974, 10965, 11574, 11766, 17028, 48537, 54639, 59847, 59848, 63311, 63480, 63481, 63627, 64665, 66780, 70601, 71317, 74582, 77311, 80176]"
29379828,2020-09-07,"[21.6, 3.2, 24.0, 12.8, 21.6, 5.4, 16.2, 1.8, 0.0, 8.0, 3.36, 3.36, 4.0, 0.0, 0.0, 4.2, 21.6, 4.0]","[3372, 6013, 9974, 10965, 11574, 59847, 59848, 60387, 61629, 63311, 63480, 63481, 63627, 64665, 70601, 71316, 71317, 74582]"
29379828,2020-09-09,"[21.6, 7.2, 3.2, 3.2, 28.8, 4.2, 5.4, 2.8, 4.0, 7.2, 4.0, 4.0]","[3372, 3410, 6013, 10965, 11574, 19898, 59847, 63908, 66738, 71317, 74582, 74583]"
29379828,2020-09-14,"[21.6, 14.4, 3.2, 24.0, 4.2, 4.8, 21.6, 5.4, 4.2, 4.0, 4.0, 0.0, 0.0, 14.4, 4.0]","[3372, 3410, 6013, 9974, 10946, 10965, 11574, 59848, 61629, 63311, 63627, 64665, 70601, 71317, 74582]"
29379828,2020-09-22,"[50.4, 28.8, 19.2, 8.0, 4.2, 4.2, 9.6, 36.0, 4.0, 10.8, 21.6, 4.2, 4.0, 8.0, 4.0, 4.0, 43.2, 4.0, 5.112]","[3372, 3410, 6013, 9974, 10946, 10947, 10965, 11574, 37961, 59847, 59848, 61629, 63311, 63627, 63908, 66738, 71317, 74582, 77313]"
29379828,2020-09-28,"[28.8, 21.6, 14.4, 8.0, 8.4, 1.6, 28.8, 4.2, 1.2, 4.0, 0.48, 8.0, 4.2, 0.0, 14.4, 0.6]","[3372, 3410, 6013, 9974, 10946, 10965, 11574, 11766, 48537, 63311, 63480, 63627, 64665, 70601, 71317, 80176]"
29379828,2020-10-02,"[7.2, 7.2, 4.0, 4.2, 43.2, 0.0, 5.4, 4.0, 4.0, 21.6, 4.0]","[3372, 3410, 9974, 10946, 11574, 59847, 59848, 63311, 66738, 71317, 74582]"
29379828,2020-10-08,"[28.8, 28.8, 12.8, 8.0, 3.2, 28.8, 0.0, 0.0, 10.8, 4.8, 4.0, 0.0, 4.2, 21.6, 0.0]","[3372, 3410, 6013, 9974, 10965, 11574, 34906, 59847, 59848, 62706, 63627, 66719, 66989, 71317, 73181]"
29563836,2019-08-01,"[0.792, 86.4, 86.4, 4.2, 2.2, 4.2]","[3338, 3372, 3410, 10947, 63311, 66989]"
29563836,2019-08-13,"[86.4, 25.6, 8.0, 0.6, 4.2, 8.4, 12.8, 172.8, 8.4, 0.9504, 4.2, 0.792, 0.6, 1.8, 1.8, 0.7668, 4.2, 5.4, 1.8, 1.0, 8.0]","[3410, 6013, 9974, 10611, 10946, 10947, 10965, 11574, 11766, 18827, 20614, 30822, 33335, 39616, 48537, 54232, 57005, 59848, 61629, 63627, 66738]"
29563836,2019-08-19,"[43.2, 86.4, 8.4, 12.8, 8.4, 8.4, 8.0, 4.2]","[3372, 3410, 10946, 10965, 19898, 20614, 66738, 66989]"
29563836,2019-08-22,"[172.8, 172.8]","[3372, 11574]"
29563836,2019-09-11,"[86.4, 25.6, 25.2, 4.2, 12.8, 0.9504, 10.8, 3.6, 1.5336, 1.8, 2.2, 0.9798, 0.48, 0.48, 0.9504]","[3410, 6013, 10946, 10947, 10965, 18827, 21416, 39616, 54232, 61629, 63311, 63445, 63480, 63481, 64601]"
29563836,2019-09-19,"[0.792, 172.8, 67.2, 8.4, 12.8, 12.6, 8.4, 8.4, 4.2, 4.0, 2.0, 0.6, 2.0]","[3338, 3410, 10946, 10947, 10965, 11766, 19898, 20614, 61629, 63311, 63627, 66780, 67049]"
29563836,2019-09-25,"[86.4, 8.0, 4.752, 0.6, 4.2, 4.2, 1.2]","[5983, 9974, 10957, 33335, 57005, 66989, 71316]"
29563836,2019-10-02,"[25.6, 0.6, 12.8, 86.4, 1.0, 8.4, 1.8, 4.0, 8.0, 0.6, 6.24]","[6013, 10611, 10965, 11574, 54639, 57005, 59847, 63627, 66738, 66780, 72413]"
29563836,2019-10-09,"[57.6, 19.2, 86.4, 9.0, 0.6, 0.6, 5.4, 1.8, 4.2]","[5983, 6013, 11574, 21416, 33335, 53566, 59847, 60387, 66989]"
29563836,2019-10-22,"[0.96, 139.2, 25.2]","[18690, 62706, 62707]"
29563836,2019-10-23,"[86.4, 86.4, 8.0, 12.8, 158.4, 1.8, 0.6, 1.2, 0.0, 3.6, 4.2, 8.0, 4.0, 0.9504]","[3372, 3410, 9974, 10965, 11574, 39616, 53566, 54639, 58245, 59848, 61629, 66738, 69265, 72548]"
29563836,2019-11-13,"[86.4, 25.6, 1.44, 0.792, 1.8, 2.4, 1.5336, 4.2, 5.4, 2.0, 2.0, 4.2]","[3410, 6013, 18690, 30822, 39616, 48537, 54232, 57005, 59847, 63627, 66839, 66989]"
29563836,2019-11-25,"[86.4, 75.6, 6.4, 86.4, 16.8, 8.4, 0.9798, 3.0, 8.4]","[5983, 10946, 10965, 11574, 11766, 19898, 63466, 65660, 66989]"
29563836,2019-11-29,"[0.0, 0.792, 1.188]","[15793, 77721, 77995]"
